job_id,state_id,solvent_id,reaction_ids,purposes,entity_type,species_name,family,formal_charge,multiplicity,split,use_for_training,start_geometry_source,start_geometry_key,start_geometry_hash,smd_parameter_temperature_K,thermochemistry_temperature_K,functional,optfreq_basis,final_sp_basis,ri_acceleration,scf_grid_geometry,thermochemistry,smd_vector_source,smd_parameter_status,nprocs,maxcore_mb_per_rank,planning_core_h,workflow_revision,method_id,output_fields,job_status,method_source_id
OF057,M070_QP1_M2,S014,RXN_MOX_M070;RXN_SIG_M070,complete monomer oxidation tuple; reused by sigma tuple,monomer,Carbazole,Carbazoles,1,2,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M070:S014:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF058,M086_Q0_M1,S014,RXN_MOX_M086,complete monomer oxidation tuple,monomer,"Thieno[3,4-b]pyrazine",Donor–Acceptor units,0,1,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M086:S014:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF059,M086_QP1_M2,S014,RXN_MOX_M086;RXN_SIG_M086,complete monomer oxidation tuple; reused by sigma tuple,monomer,"Thieno[3,4-b]pyrazine",Donor–Acceptor units,1,2,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M086:S014:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF060,D042_QP2_M1,S015,RXN_SIG_M042,complete sigma tuple; radical-cation state reused,sigma_complex_dication,3-Octylfuran sigma-complex dication,Furans,2,1,train,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D042:S015:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF061,M042_Q0_M1,S015,RXN_MOX_M042,complete monomer oxidation tuple,monomer,3-Octylfuran,Furans,0,1,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M042:S015:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF062,M042_QP1_M2,S015,RXN_MOX_M042;RXN_SIG_M042,complete monomer oxidation tuple; reused by sigma tuple,monomer,3-Octylfuran,Furans,1,2,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M042:S015:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF063,D084_QP2_M1,S016,RXN_SIG_M084,complete sigma tuple; radical-cation state reused,sigma_complex_dication,"4,7-Bis(thiophen-2-yl)-2,1,3-benzothiadiazole (TBT) sigma-complex dication",Donor–Acceptor units,2,1,test,0,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D084:S016:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF064,M084_Q0_M1,S016,RXN_MOX_M084,complete monomer oxidation tuple,monomer,"4,7-Bis(thiophen-2-yl)-2,1,3-benzothiadiazole (TBT)",Donor–Acceptor units,0,1,test,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M084:S016:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF065,M084_QP1_M2,S016,RXN_MOX_M084;RXN_SIG_M084,complete monomer oxidation tuple; reused by sigma tuple,monomer,"4,7-Bis(thiophen-2-yl)-2,1,3-benzothiadiazole (TBT)",Donor–Acceptor units,1,2,test,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M084:S016:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF066,A011_Q0_M2,S017,RXN_AOX_A011,complete anion oxidation tuple,electrolyte_anion,Chloride (Cl−),Inorganic,0,2,val,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A011:S017:q0:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF067,A011_QM1_M1,S017,RXN_AOX_A011,complete anion oxidation tuple,electrolyte_anion,Chloride (Cl−),Inorganic,-1,1,val,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A011:S017:q-1:m1,,298.15,298.15,wB97X-D3,ma-def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF068,D024_QP2_M1,S017,RXN_SIG_M024,complete sigma tuple; radical-cation state reused,sigma_complex_dication,"2,2′-Bithiophene sigma-complex dication",Thiophenes,2,1,train,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D024:S017:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF069,D096_QP2_M1,S017,RXN_SIG_M096,complete sigma tuple; radical-cation state reused,sigma_complex_dication,"4,4-Dihexyl-CPDT sigma-complex dication",Fused-ring systems,2,1,val,0,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D096:S017:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF070,M024_Q0_M1,S017,RXN_MOX_M024,complete monomer oxidation tuple,monomer,"2,2′-Bithiophene",Thiophenes,0,1,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M024:S017:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF071,M024_QP1_M2,S017,RXN_MOX_M024;RXN_SIG_M024,complete monomer oxidation tuple; reused by sigma tuple,monomer,"2,2′-Bithiophene",Thiophenes,1,2,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M024:S017:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF072,M096_Q0_M1,S017,RXN_MOX_M096,complete monomer oxidation tuple,monomer,"4,4-Dihexyl-CPDT",Fused-ring systems,0,1,val,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M096:S017:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF073,M096_QP1_M2,S017,RXN_MOX_M096;RXN_SIG_M096,complete monomer oxidation tuple; reused by sigma tuple,monomer,"4,4-Dihexyl-CPDT",Fused-ring systems,1,2,val,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M096:S017:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF074,S017_Q0_M1,S017,RXN_SOX_S017,complete solvent self-oxidation tuple,solvent_oxidation_target,1-Ethyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide ([EMIM][TFSI]),Ionic liquid,0,1,test,0,self-medium Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:S017:S017:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF075,S017_QP1_M2,S017,RXN_SOX_S017,complete solvent self-oxidation tuple,solvent_oxidation_target,1-Ethyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide ([EMIM][TFSI]),Ionic liquid,1,2,test,0,self-medium Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:S017:S017:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF076,A006_Q0_M2,S022,RXN_AOX_A006,complete anion oxidation tuple,electrolyte_anion,Poly(styrene sulfonate) H-capped repeat-unit anion (PSS− proxy),Polymeric,0,2,val,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A006:S022:q0:m2,,313.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF077,A006_QM1_M1,S022,RXN_AOX_A006,complete anion oxidation tuple,electrolyte_anion,Poly(styrene sulfonate) H-capped repeat-unit anion (PSS− proxy),Polymeric,-1,1,val,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A006:S022:q-1:m1,,313.15,298.15,wB97X-D3,ma-def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF078,D026_QP2_M1,S024,RXN_SIG_M026,complete sigma tuple; radical-cation state reused,sigma_complex_dication,Pyrrole sigma-complex dication,Pyrroles,2,1,train,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D026:S024:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF079,M026_Q0_M1,S024,RXN_MOX_M026,complete monomer oxidation tuple,monomer,Pyrrole,Pyrroles,0,1,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M026:S024:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF080,M026_QP1_M2,S024,RXN_MOX_M026;RXN_SIG_M026,complete monomer oxidation tuple; reused by sigma tuple,monomer,Pyrrole,Pyrroles,1,2,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M026:S024:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
