reaction_id,reaction_class,role,parent_id,reaction_name,stoichiometry,equation,primary_target,derived_target,internal_unit,solvent_policy,selected_for_calibration,split,anchor_type,assigned_solvent_ids,source_id
RXN_SIG_M014,sigma_dimerization,monomer_sigma,M014,Sigma coupling of Methyl thiophene-3-carboxylate radical cations,M014_QP1_M2:-2;D014_QP2_M1:+1,2 M014_QP1_M2 -> D014_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M015,sigma_dimerization,monomer_sigma,M015,Sigma coupling of 3-Acetylthiophene radical cations,M015_QP1_M2:-2;D015_QP2_M1:+1,2 M015_QP1_M2 -> D015_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M016,sigma_dimerization,monomer_sigma,M016,"Sigma coupling of 3,4-Dimethylthiophene radical cations",M016_QP1_M2:-2;D016_QP2_M1:+1,2 M016_QP1_M2 -> D016_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M017,sigma_dimerization,monomer_sigma,M017,"Sigma coupling of 3,4-Diethylthiophene radical cations",M017_QP1_M2:-2;D017_QP2_M1:+1,2 M017_QP1_M2 -> D017_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M018,sigma_dimerization,monomer_sigma,M018,"Sigma coupling of 3,4-Difluorothiophene radical cations",M018_QP1_M2:-2;D018_QP2_M1:+1,2 M018_QP1_M2 -> D018_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M019,sigma_dimerization,monomer_sigma,M019,"Sigma coupling of 3,4-Dichlorothiophene radical cations",M019_QP1_M2:-2;D019_QP2_M1:+1,2 M019_QP1_M2 -> D019_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M020,sigma_dimerization,monomer_sigma,M020,"Sigma coupling of 3,4-Dimethoxythiophene radical cations",M020_QP1_M2:-2;D020_QP2_M1:+1,2 M020_QP1_M2 -> D020_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M021,sigma_dimerization,monomer_sigma,M021,Sigma coupling of 3-(Trifluoromethyl)thiophene radical cations,M021_QP1_M2:-2;D021_QP2_M1:+1,2 M021_QP1_M2 -> D021_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M022,sigma_dimerization,monomer_sigma,M022,"Sigma coupling of 3,4-Ethylenedioxythiophene (EDOT) radical cations",M022_QP1_M2:-2;D022_QP2_M1:+1,2 M022_QP1_M2 -> D022_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,train_full25,S001;S002;S003;S004;S005;S006;S007;S008;S009;S010;S011;S012;S013;S014;S015;S016;S017;S018;S019;S020;S021;S022;S023;S024;S025,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M023,sigma_dimerization,monomer_sigma,M023,"Sigma coupling of 3,4-Propylenedioxythiophene (ProDOT) radical cations",M023_QP1_M2:-2;D023_QP2_M1:+1,2 M023_QP1_M2 -> D023_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M024,sigma_dimerization,monomer_sigma,M024,"Sigma coupling of 2,2′-Bithiophene radical cations",M024_QP1_M2:-2;D024_QP2_M1:+1,2 M024_QP1_M2 -> D024_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S023;S004;S011;S017,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M025,sigma_dimerization,monomer_sigma,M025,"Sigma coupling of 2,2′:5′,2″-Terthiophene radical cations",M025_QP1_M2:-2;D025_QP2_M1:+1,2 M025_QP1_M2 -> D025_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M026,sigma_dimerization,monomer_sigma,M026,Sigma coupling of Pyrrole radical cations,M026_QP1_M2:-2;D026_QP2_M1:+1,2 M026_QP1_M2 -> D026_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S024;S005;S012;S018,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M027,sigma_dimerization,monomer_sigma,M027,Sigma coupling of N-Methylpyrrole radical cations,M027_QP1_M2:-2;D027_QP2_M1:+1,2 M027_QP1_M2 -> D027_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,test,test_full25,S001;S002;S003;S004;S005;S006;S007;S008;S009;S010;S011;S012;S013;S014;S015;S016;S017;S018;S019;S020;S021;S022;S023;S024;S025,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M028,sigma_dimerization,monomer_sigma,M028,Sigma coupling of N-Ethylpyrrole radical cations,M028_QP1_M2:-2;D028_QP2_M1:+1,2 M028_QP1_M2 -> D028_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M029,sigma_dimerization,monomer_sigma,M029,Sigma coupling of N-Propylpyrrole radical cations,M029_QP1_M2:-2;D029_QP2_M1:+1,2 M029_QP1_M2 -> D029_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M030,sigma_dimerization,monomer_sigma,M030,Sigma coupling of N-Hexylpyrrole radical cations,M030_QP1_M2:-2;D030_QP2_M1:+1,2 M030_QP1_M2 -> D030_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M031,sigma_dimerization,monomer_sigma,M031,Sigma coupling of N-Octylpyrrole radical cations,M031_QP1_M2:-2;D031_QP2_M1:+1,2 M031_QP1_M2 -> D031_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M032,sigma_dimerization,monomer_sigma,M032,Sigma coupling of 3-Methylpyrrole radical cations,M032_QP1_M2:-2;D032_QP2_M1:+1,2 M032_QP1_M2 -> D032_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M033,sigma_dimerization,monomer_sigma,M033,Sigma coupling of 3-Ethylpyrrole radical cations,M033_QP1_M2:-2;D033_QP2_M1:+1,2 M033_QP1_M2 -> D033_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M034,sigma_dimerization,monomer_sigma,M034,"Sigma coupling of 3,4-Dimethylpyrrole radical cations",M034_QP1_M2:-2;D034_QP2_M1:+1,2 M034_QP1_M2 -> D034_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M035,sigma_dimerization,monomer_sigma,M035,"Sigma coupling of 3,4-Diethylpyrrole radical cations",M035_QP1_M2:-2;D035_QP2_M1:+1,2 M035_QP1_M2 -> D035_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M036,sigma_dimerization,monomer_sigma,M036,"Sigma coupling of 3,4-Ethylenedioxypyrrole (EDOP) radical cations",M036_QP1_M2:-2;D036_QP2_M1:+1,2 M036_QP1_M2 -> D036_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M037,sigma_dimerization,monomer_sigma,M037,"Sigma coupling of N-Methyl-3,4-ethylenedioxypyrrole (N-Me-EDOP) radical cations",M037_QP1_M2:-2;D037_QP2_M1:+1,2 M037_QP1_M2 -> D037_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M038,sigma_dimerization,monomer_sigma,M038,Sigma coupling of Furan radical cations,M038_QP1_M2:-2;D038_QP2_M1:+1,2 M038_QP1_M2 -> D038_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S025;S004;S011;S018,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M039,sigma_dimerization,monomer_sigma,M039,Sigma coupling of 3-Methylfuran radical cations,M039_QP1_M2:-2;D039_QP2_M1:+1,2 M039_QP1_M2 -> D039_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M040,sigma_dimerization,monomer_sigma,M040,Sigma coupling of 3-Ethylfuran radical cations,M040_QP1_M2:-2;D040_QP2_M1:+1,2 M040_QP1_M2 -> D040_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M041,sigma_dimerization,monomer_sigma,M041,Sigma coupling of 3-Hexylfuran radical cations,M041_QP1_M2:-2;D041_QP2_M1:+1,2 M041_QP1_M2 -> D041_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M042,sigma_dimerization,monomer_sigma,M042,Sigma coupling of 3-Octylfuran radical cations,M042_QP1_M2:-2;D042_QP2_M1:+1,2 M042_QP1_M2 -> D042_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S023;S005;S012;S015,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M043,sigma_dimerization,monomer_sigma,M043,Sigma coupling of 3-Methoxyfuran radical cations,M043_QP1_M2:-2;D043_QP2_M1:+1,2 M043_QP1_M2 -> D043_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M044,sigma_dimerization,monomer_sigma,M044,Sigma coupling of 3-Fluorofuran radical cations,M044_QP1_M2:-2;D044_QP2_M1:+1,2 M044_QP1_M2 -> D044_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M045,sigma_dimerization,monomer_sigma,M045,"Sigma coupling of 3,4-Dimethylfuran radical cations",M045_QP1_M2:-2;D045_QP2_M1:+1,2 M045_QP1_M2 -> D045_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M046,sigma_dimerization,monomer_sigma,M046,"Sigma coupling of 3,4-Difluorofuran radical cations",M046_QP1_M2:-2;D046_QP2_M1:+1,2 M046_QP1_M2 -> D046_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M047,sigma_dimerization,monomer_sigma,M047,"Sigma coupling of 3,4-Dimethoxyfuran radical cations",M047_QP1_M2:-2;D047_QP2_M1:+1,2 M047_QP1_M2 -> D047_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M048,sigma_dimerization,monomer_sigma,M048,"Sigma coupling of 2,2′-Bifuran radical cations",M048_QP1_M2:-2;D048_QP2_M1:+1,2 M048_QP1_M2 -> D048_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M049,sigma_dimerization,monomer_sigma,M049,"Sigma coupling of 2,2′:5′,2″-Terfuran radical cations",M049_QP1_M2:-2;D049_QP2_M1:+1,2 M049_QP1_M2 -> D049_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M050,sigma_dimerization,monomer_sigma,M050,Sigma coupling of Selenophene radical cations,M050_QP1_M2:-2;D050_QP2_M1:+1,2 M050_QP1_M2 -> D050_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M051,sigma_dimerization,monomer_sigma,M051,Sigma coupling of 3-Methylselenophene radical cations,M051_QP1_M2:-2;D051_QP2_M1:+1,2 M051_QP1_M2 -> D051_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M052,sigma_dimerization,monomer_sigma,M052,Sigma coupling of 3-Ethylselenophene radical cations,M052_QP1_M2:-2;D052_QP2_M1:+1,2 M052_QP1_M2 -> D052_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M053,sigma_dimerization,monomer_sigma,M053,Sigma coupling of 3-Butylselenophene radical cations,M053_QP1_M2:-2;D053_QP2_M1:+1,2 M053_QP1_M2 -> D053_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M054,sigma_dimerization,monomer_sigma,M054,Sigma coupling of 3-Hexylselenophene radical cations,M054_QP1_M2:-2;D054_QP2_M1:+1,2 M054_QP1_M2 -> D054_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M055,sigma_dimerization,monomer_sigma,M055,Sigma coupling of 3-Octylselenophene radical cations,M055_QP1_M2:-2;D055_QP2_M1:+1,2 M055_QP1_M2 -> D055_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S008;S004;S011;S015,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M056,sigma_dimerization,monomer_sigma,M056,Sigma coupling of 3-Fluoroselenophene radical cations,M056_QP1_M2:-2;D056_QP2_M1:+1,2 M056_QP1_M2 -> D056_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M057,sigma_dimerization,monomer_sigma,M057,"Sigma coupling of 3,4-Dimethylselenophene radical cations",M057_QP1_M2:-2;D057_QP2_M1:+1,2 M057_QP1_M2 -> D057_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M058,sigma_dimerization,monomer_sigma,M058,"Sigma coupling of 3,4-Ethylenedioxyselenophene (EDOS) radical cations",M058_QP1_M2:-2;D058_QP2_M1:+1,2 M058_QP1_M2 -> D058_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,val,,S025;S005;S012;S016,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M059,sigma_dimerization,monomer_sigma,M059,"Sigma coupling of 3,4-Propylenedioxyselenophene (ProDOS) radical cations",M059_QP1_M2:-2;D059_QP2_M1:+1,2 M059_QP1_M2 -> D059_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M060,sigma_dimerization,monomer_sigma,M060,Sigma coupling of Aniline radical cations,M060_QP1_M2:-2;D060_QP2_M1:+1,2 M060_QP1_M2 -> D060_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S023;S002;S006;S017,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M061,sigma_dimerization,monomer_sigma,M061,Sigma coupling of 2-Methylaniline (o-toluidine) radical cations,M061_QP1_M2:-2;D061_QP2_M1:+1,2 M061_QP1_M2 -> D061_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M062,sigma_dimerization,monomer_sigma,M062,Sigma coupling of 3-Methylaniline (m-toluidine) radical cations,M062_QP1_M2:-2;D062_QP2_M1:+1,2 M062_QP1_M2 -> D062_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M063,sigma_dimerization,monomer_sigma,M063,Sigma coupling of 2-Methoxyaniline (o-anisidine) radical cations,M063_QP1_M2:-2;D063_QP2_M1:+1,2 M063_QP1_M2 -> D063_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M064,sigma_dimerization,monomer_sigma,M064,Sigma coupling of 3-Methoxyaniline (m-anisidine) radical cations,M064_QP1_M2:-2;D064_QP2_M1:+1,2 M064_QP1_M2 -> D064_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M065,sigma_dimerization,monomer_sigma,M065,Sigma coupling of 2-Aminophenol (o-aminophenol) radical cations,M065_QP1_M2:-2;D065_QP2_M1:+1,2 M065_QP1_M2 -> D065_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M066,sigma_dimerization,monomer_sigma,M066,Sigma coupling of 3-Aminophenol (m-aminophenol) radical cations,M066_QP1_M2:-2;D066_QP2_M1:+1,2 M066_QP1_M2 -> D066_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M067,sigma_dimerization,monomer_sigma,M067,Sigma coupling of 2-Fluoroaniline radical cations,M067_QP1_M2:-2;D067_QP2_M1:+1,2 M067_QP1_M2 -> D067_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M068,sigma_dimerization,monomer_sigma,M068,"Sigma coupling of 2,6-Dimethylaniline radical cations",M068_QP1_M2:-2;D068_QP2_M1:+1,2 M068_QP1_M2 -> D068_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S024;S020;S013;S003,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M069,sigma_dimerization,monomer_sigma,M069,Sigma coupling of Diphenylamine radical cations,M069_QP1_M2:-2;D069_QP2_M1:+1,2 M069_QP1_M2 -> D069_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M070,sigma_dimerization,monomer_sigma,M070,Sigma coupling of Carbazole radical cations,M070_QP1_M2:-2;D070_QP2_M1:+1,2 M070_QP1_M2 -> D070_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S014;S004;S011;S016,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M071,sigma_dimerization,monomer_sigma,M071,Sigma coupling of N-Methylcarbazole radical cations,M071_QP1_M2:-2;D071_QP2_M1:+1,2 M071_QP1_M2 -> D071_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M072,sigma_dimerization,monomer_sigma,M072,Sigma coupling of N-Ethylcarbazole radical cations,M072_QP1_M2:-2;D072_QP2_M1:+1,2 M072_QP1_M2 -> D072_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M073,sigma_dimerization,monomer_sigma,M073,Sigma coupling of N-Hexylcarbazole radical cations,M073_QP1_M2:-2;D073_QP2_M1:+1,2 M073_QP1_M2 -> D073_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M074,sigma_dimerization,monomer_sigma,M074,Sigma coupling of N-Octylcarbazole radical cations,M074_QP1_M2:-2;D074_QP2_M1:+1,2 M074_QP1_M2 -> D074_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M075,sigma_dimerization,monomer_sigma,M075,Sigma coupling of N-Vinylcarbazole radical cations,M075_QP1_M2:-2;D075_QP2_M1:+1,2 M075_QP1_M2 -> D075_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M076,sigma_dimerization,monomer_sigma,M076,"Sigma coupling of 3,6-Bis(thiophen-2-yl)-9-methylcarbazole radical cations",M076_QP1_M2:-2;D076_QP2_M1:+1,2 M076_QP1_M2 -> D076_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M077,sigma_dimerization,monomer_sigma,M077,"Sigma coupling of 3,6-Bis(EDOT-2-yl)-9-methylcarbazole radical cations",M077_QP1_M2:-2;D077_QP2_M1:+1,2 M077_QP1_M2 -> D077_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S025;S002;S006;S018,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M078,sigma_dimerization,monomer_sigma,M078,"Sigma coupling of 9,9-Dimethylfluorene radical cations",M078_QP1_M2:-2;D078_QP2_M1:+1,2 M078_QP1_M2 -> D078_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,val,,S023;S020;S013;S003,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M079,sigma_dimerization,monomer_sigma,M079,"Sigma coupling of 9,9-Diethylfluorene radical cations",M079_QP1_M2:-2;D079_QP2_M1:+1,2 M079_QP1_M2 -> D079_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M080,sigma_dimerization,monomer_sigma,M080,"Sigma coupling of 9,9-Dipropylfluorene radical cations",M080_QP1_M2:-2;D080_QP2_M1:+1,2 M080_QP1_M2 -> D080_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M081,sigma_dimerization,monomer_sigma,M081,"Sigma coupling of 9,9-Dibutylfluorene radical cations",M081_QP1_M2:-2;D081_QP2_M1:+1,2 M081_QP1_M2 -> D081_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M082,sigma_dimerization,monomer_sigma,M082,"Sigma coupling of 9,9-Dihexylfluorene radical cations",M082_QP1_M2:-2;D082_QP2_M1:+1,2 M082_QP1_M2 -> D082_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M083,sigma_dimerization,monomer_sigma,M083,"Sigma coupling of 9,9-Dioctylfluorene radical cations",M083_QP1_M2:-2;D083_QP2_M1:+1,2 M083_QP1_M2 -> D083_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M084,sigma_dimerization,monomer_sigma,M084,"Sigma coupling of 4,7-Bis(thiophen-2-yl)-2,1,3-benzothiadiazole (TBT) radical cations",M084_QP1_M2:-2;D084_QP2_M1:+1,2 M084_QP1_M2 -> D084_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,test,,S004;S011;S016;S024,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M085,sigma_dimerization,monomer_sigma,M085,"Sigma coupling of 4,7-Bis(3-hexylthiophen-2-yl)-2,1,3-benzothiadiazole radical cations",M085_QP1_M2:-2;D085_QP2_M1:+1,2 M085_QP1_M2 -> D085_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M086,sigma_dimerization,monomer_sigma,M086,"Sigma coupling of Thieno[3,4-b]pyrazine radical cations",M086_QP1_M2:-2;D086_QP2_M1:+1,2 M086_QP1_M2 -> D086_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S014;S005;S012;S018,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M087,sigma_dimerization,monomer_sigma,M087,"Sigma coupling of 2,3-Dimethylthieno[3,4-b]pyrazine radical cations",M087_QP1_M2:-2;D087_QP2_M1:+1,2 M087_QP1_M2 -> D087_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M088,sigma_dimerization,monomer_sigma,M088,"Sigma coupling of 2,3-Dihexylthieno[3,4-b]pyrazine radical cations",M088_QP1_M2:-2;D088_QP2_M1:+1,2 M088_QP1_M2 -> D088_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M089,sigma_dimerization,monomer_sigma,M089,"Sigma coupling of 3,6-Bis(thiophen-2-yl)-2,5-dimethyl-DPP (TDPP-Me) radical cations",M089_QP1_M2:-2;D089_QP2_M1:+1,2 M089_QP1_M2 -> D089_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S008;S002;S006;S015,SRC_PROJECT_TIER2_CURRENT
